customer_id,tenure_months,contract_type,plan_tier,payment_method,monthly_spend,logins_per_week,last_login_days,active_campaigns,support_tickets_90d,discount_pct,price_increase_recent,has_account_manager,nps_score,churn
SMB-00035,5,Annual,Starter,Credit card,143.36,3.5,6,2,0,12.2,0,1,16.0,0
SMB-00036,62,Annual,Enterprise,PayPal,1904.94,3.7,7,3,1,12.4,0,0,-18.0,0
SMB-00037,60,Month-to-month,Growth,Credit card,362.12,3.5,1,2,1,0.0,1,0,8.0,0
SMB-00038,20,Month-to-month,Growth,Credit card,427.01,4.9,4,7,2,0.0,0,1,56.0,0
SMB-00039,46,Annual,Starter,PayPal,120.34,3.6,6,2,0,5.7,0,0,13.0,0
SMB-00040,12,Month-to-month,Starter,Credit card,142.03,5.6,1,2,0,3.7,0,0,69.0,0
SMB-00041,55,Two-year,Starter,PayPal,122.87,3.4,12,2,0,11.9,1,0,62.0,0
SMB-00042,51,Annual,Growth,Credit card,351.5,6.2,15,5,0,4.1,0,1,65.0,0
SMB-00043,26,Month-to-month,Growth,Bank transfer,283.44,7.8,6,1,0,4.5,0,0,,0
SMB-00044,5,Annual,Starter,Bank transfer,127.65,4.7,1,2,0,19.0,0,1,-14.0,0
SMB-00045,70,Two-year,Starter,PayPal,123.04,9.4,0,3,0,15.6,0,0,21.0,0
SMB-00046,33,Month-to-month,Starter,Credit card,93.62,7.0,7,1,3,0.0,0,0,45.0,1
SMB-00047,65,Annual,Growth,Credit card,439.52,9.2,6,6,1,16.2,0,1,2.0,0
SMB-00048,49,Two-year,Enterprise,Bank transfer,3295.14,4.4,13,2,1,17.5,0,1,48.0,0
SMB-00049,57,Month-to-month,Growth,Manual invoice,322.19,0.8,6,5,1,7.3,0,1,67.0,0
SMB-00050,55,Two-year,Starter,PayPal,100.04,2.9,7,4,1,5.8,0,0,-9.0,0
SMB-00051,15,Month-to-month,Growth,PayPal,313.92,3.2,12,4,0,0.0,0,1,-33.0,1
SMB-00052,27,Annual,Enterprise,Bank transfer,1577.44,2.4,0,0,1,0.1,0,0,33.0,0
SMB-00053,34,Annual,Pro,Bank transfer,1485.51,0.0,13,3,3,7.5,0,0,100.0,0
SMB-00054,36,Annual,Pro,PayPal,804.46,6.8,3,4,1,5.3,0,1,28.0,0
SMB-00055,4,Month-to-month,Enterprise,PayPal,1936.45,0.4,3,7,1,6.1,0,0,-15.0,1
SMB-00056,40,Annual,Growth,PayPal,286.71,6.5,11,4,0,10.3,0,0,50.0,0
SMB-00057,12,Month-to-month,Enterprise,PayPal,2178.15,9.3,2,4,3,18.8,0,0,42.0,0
SMB-00058,54,Month-to-month,Starter,PayPal,100.86,2.8,1,1,0,4.6,0,0,50.0,0
SMB-00059,50,Month-to-month,Pro,Credit card,1289.38,5.4,14,2,2,4.6,1,1,100.0,0
SMB-00060,67,Annual,Pro,Credit card,658.66,3.6,14,2,1,7.3,0,0,-12.0,0
SMB-00061,54,Month-to-month,Enterprise,Manual invoice,1633.68,6.3,2,8,0,6.6,0,0,56.0,0
SMB-00062,27,Month-to-month,Growth,Bank transfer,436.21,1.9,5,5,2,18.3,0,0,,0
SMB-00063,70,Two-year,Pro,Credit card,876.2,4.2,4,3,0,7.0,1,1,45.0,0
SMB-00064,30,Month-to-month,Starter,Bank transfer,113.49,7.0,5,1,0,13.6,1,0,6.0,0
SMB-00065,24,Month-to-month,Growth,Bank transfer,437.06,4.4,7,2,1,23.7,0,1,-19.0,0
SMB-00066,66,Month-to-month,Growth,PayPal,393.21,0.9,7,4,1,18.6,0,0,88.0,0
SMB-00067,27,Month-to-month,Growth,PayPal,375.58,7.2,13,7,1,7.0,0,0,93.0,0
SMB-00068,6,Annual,Growth,Credit card,267.4,1.6,1,6,1,5.3,1,1,98.0,0
SMB-00069,34,Month-to-month,Starter,Bank transfer,79.08,4.7,10,3,2,2.4,0,0,4.0,1
SMB-00070,58,Month-to-month,Starter,Credit card,100.72,5.8,18,2,3,8.8,0,1,25.0,0
SMB-00071,14,Two-year,Starter,PayPal,91.51,4.8,6,6,2,0.0,0,0,73.0,0
SMB-00072,34,Annual,Growth,Credit card,406.45,10.1,2,3,3,21.6,0,0,25.0,0
SMB-00073,10,Annual,Growth,Bank transfer,242.38,6.1,11,3,0,4.9,0,0,6.0,0
SMB-00074,50,Two-year,Pro,Bank transfer,804.81,4.1,10,5,3,8.4,0,1,45.0,0
SMB-00075,35,Two-year,Starter,Bank transfer,114.92,5.8,1,2,0,9.8,1,0,-13.0,0
SMB-00076,24,Month-to-month,Pro,Bank transfer,891.12,5.0,11,4,1,0.9,0,0,-34.0,0
SMB-00077,17,Annual,Growth,PayPal,419.86,4.6,13,7,0,14.1,0,0,100.0,0
SMB-00078,41,Annual,Starter,Bank transfer,110.59,5.0,10,4,1,11.0,0,0,20.0,0
SMB-00079,49,Month-to-month,Starter,Credit card,101.56,3.5,7,4,2,6.5,0,0,59.0,0
SMB-00080,68,Month-to-month,Growth,Credit card,518.68,5.0,11,2,2,10.4,0,0,20.0,0
SMB-00081,32,Month-to-month,Growth,Bank transfer,350.78,3.4,17,5,1,7.6,0,1,38.0,0
SMB-00082,12,Annual,Starter,Credit card,171.1,0.3,7,1,2,8.1,1,0,32.0,0
SMB-00083,60,Annual,Starter,PayPal,110.63,7.0,29,2,2,4.1,0,0,-22.0,0
SMB-00084,46,Annual,Starter,Credit card,119.51,3.3,3,2,1,8.9,0,1,9.0,0
SMB-00085,51,Month-to-month,Starter,PayPal,115.91,4.8,16,4,0,10.7,0,0,55.0,0
SMB-00086,8,Month-to-month,Starter,Credit card,127.14,2.8,14,4,2,3.2,0,0,42.0,0
SMB-00087,23,Month-to-month,Pro,PayPal,810.32,2.9,13,1,2,9.9,0,0,,0
SMB-00088,56,Month-to-month,Growth,Credit card,389.24,2.2,8,3,1,0.0,1,0,-41.0,1
SMB-00089,60,Two-year,Growth,Bank transfer,557.17,6.6,9,2,2,15.6,1,0,48.0,0
SMB-00090,32,Two-year,Growth,Credit card,493.93,7.1,0,4,2,0.8,0,0,14.0,0
SMB-00091,58,Two-year,Growth,Bank transfer,494.78,4.6,6,4,0,0.0,0,1,8.0,0
SMB-00092,61,Two-year,Starter,Credit card,85.8,3.3,4,3,0,5.2,0,0,,0
SMB-00093,28,Two-year,Starter,PayPal,89.34,0.8,7,4,1,9.5,0,1,33.0,0
SMB-00094,65,Month-to-month,Starter,Bank transfer,126.71,6.2,0,4,0,6.4,0,0,26.0,0
SMB-00095,21,Month-to-month,Growth,Manual invoice,460.75,3.0,1,2,2,13.1,1,0,16.0,0
SMB-00096,18,Month-to-month,Growth,PayPal,333.75,2.0,8,4,0,6.8,0,1,77.0,0
SMB-00097,50,Month-to-month,Growth,Bank transfer,319.19,4.6,8,4,1,7.0,0,0,31.0,0
SMB-00098,46,Month-to-month,Growth,PayPal,538.42,3.8,8,1,0,7.4,0,1,-21.0,0
SMB-00099,11,Month-to-month,Enterprise,Credit card,2848.91,1.2,2,2,4,18.5,1,0,8.0,1
SMB-00100,60,Two-year,Starter,Bank transfer,156.33,1.5,15,1,1,5.8,1,0,37.0,0
SMB-00101,15,Month-to-month,Growth,Credit card,340.29,5.2,3,4,0,23.4,0,1,53.0,1
SMB-00102,58,Two-year,Growth,PayPal,333.67,3.1,20,2,0,20.2,0,0,-5.0,0
SMB-00103,1,Annual,Pro,Credit card,1140.95,5.6,6,5,3,1.2,0,1,-5.0,1
SMB-00104,58,Annual,Pro,Credit card,842.79,4.8,3,2,0,13.9,0,0,47.0,0
SMB-00105,57,Annual,Pro,Bank transfer,772.54,6.8,10,4,1,4.7,0,0,33.0,0
SMB-00106,57,Month-to-month,Starter,Bank transfer,95.51,2.7,6,2,0,9.3,1,0,43.0,0
SMB-00107,48,Annual,Growth,Credit card,334.4,5.0,8,1,1,0.0,0,0,,0
SMB-00108,34,Month-to-month,Pro,Bank transfer,1120.09,5.9,36,2,2,7.9,0,1,59.0,0
SMB-00109,51,Two-year,Growth,PayPal,260.54,3.1,16,0,2,25.1,0,0,57.0,0
SMB-00110,20,Month-to-month,Enterprise,Credit card,2808.73,7.0,0,6,1,3.7,0,0,52.0,0
SMB-00111,57,Month-to-month,Growth,Credit card,318.34,0.8,1,2,2,13.0,1,0,14.0,1
SMB-00112,41,Annual,Growth,Manual invoice,360.54,2.7,11,5,0,9.3,0,0,13.0,0
SMB-00113,34,Annual,Growth,Manual invoice,366.36,0.8,26,1,2,5.4,0,0,24.0,0
SMB-00114,37,Month-to-month,Growth,Credit card,359.6,2.9,5,2,1,15.9,1,0,-32.0,1
SMB-00115,41,Annual,Pro,Bank transfer,837.66,4.2,1,6,1,5.8,1,0,16.0,0
SMB-00116,3,Month-to-month,Starter,Credit card,107.38,6.3,12,4,1,8.4,0,0,60.0,0
SMB-00117,11,Annual,Growth,Manual invoice,329.41,4.2,1,2,0,10.0,0,0,0.0,0
SMB-00118,18,Month-to-month,Growth,Credit card,528.54,3.2,2,2,2,15.9,0,0,93.0,0
SMB-00119,9,Month-to-month,Pro,Credit card,905.65,1.1,1,6,1,6.3,0,0,-15.0,1
SMB-00120,32,Month-to-month,Growth,Credit card,368.22,1.8,4,4,2,22.2,0,0,-4.0,1
SMB-00121,49,Month-to-month,Enterprise,Bank transfer,2042.77,5.2,1,3,0,0.0,0,0,5.0,0
SMB-00122,48,Month-to-month,Pro,Credit card,812.74,6.4,10,2,1,5.0,1,0,49.0,0
SMB-00123,34,Month-to-month,Starter,PayPal,102.23,3.6,1,2,0,16.0,0,0,17.0,0
SMB-00124,62,Month-to-month,Pro,Bank transfer,1089.78,7.2,10,9,0,5.2,0,1,-14.0,0
SMB-00125,41,Month-to-month,Enterprise,Bank transfer,1987.88,2.4,15,5,1,9.6,0,0,48.0,0
SMB-00126,6,Month-to-month,Starter,PayPal,68.44,3.6,10,1,0,2.8,0,0,38.0,0
SMB-00127,56,Month-to-month,Growth,Credit card,385.58,3.8,12,2,0,0.1,0,1,2.0,0
SMB-00128,42,Annual,Starter,Credit card,111.9,7.9,1,2,3,5.5,0,1,90.0,0
SMB-00129,46,Two-year,Growth,Credit card,328.23,4.8,4,1,0,13.1,0,0,55.0,0
SMB-00130,41,Month-to-month,Starter,PayPal,150.71,0.5,9,2,0,5.0,0,1,49.0,0
SMB-00131,40,Two-year,Pro,Credit card,454.42,6.6,1,1,1,8.0,0,1,8.0,0
SMB-00132,7,Month-to-month,Growth,PayPal,563.54,8.6,0,4,2,5.6,0,0,-7.0,0
SMB-00133,41,Month-to-month,Growth,Bank transfer,494.65,4.0,1,5,1,12.7,0,0,80.0,0
SMB-00134,58,Annual,Starter,Bank transfer,102.56,2.5,10,2,1,0.0,0,0,,0
SMB-00135,22,Annual,Growth,Bank transfer,339.5,6.4,8,4,0,7.9,0,0,48.0,0
SMB-00136,44,Annual,Growth,Credit card,431.07,8.8,18,1,0,6.5,0,0,62.0,0
SMB-00137,3,Month-to-month,Growth,Credit card,433.97,6.4,14,2,3,3.1,0,0,-20.0,1
SMB-00138,26,Annual,Starter,PayPal,102.41,0.9,0,5,1,15.9,0,1,22.0,0
SMB-00139,32,Month-to-month,Starter,Credit card,80.1,6.2,9,5,1,0.0,0,1,-5.0,0
SMB-00140,71,Month-to-month,Growth,Bank transfer,644.58,5.4,4,4,2,10.8,0,0,42.0,0
SMB-00141,16,Month-to-month,Enterprise,Manual invoice,3048.04,2.4,8,1,1,11.3,0,0,0.0,0
SMB-00142,20,Two-year,Starter,Credit card,124.8,7.3,5,5,1,6.2,0,0,-2.0,0
SMB-00143,30,Month-to-month,Growth,Credit card,397.07,5.5,3,5,3,20.3,0,0,-17.0,0
SMB-00144,72,Annual,Starter,Credit card,140.17,7.4,3,1,4,11.2,0,1,27.0,0
SMB-00145,62,Annual,Pro,Credit card,1083.18,2.2,10,0,2,4.3,0,0,-30.0,1
SMB-00146,3,Annual,Starter,Manual invoice,71.23,5.4,20,5,3,12.3,0,1,,0
SMB-00147,17,Annual,Growth,Manual invoice,348.09,2.5,4,3,2,5.7,1,0,22.0,1
SMB-00148,60,Two-year,Growth,Credit card,339.16,5.0,8,3,5,6.1,0,0,58.0,0
SMB-00149,5,Month-to-month,Starter,Manual invoice,115.25,7.7,0,2,0,15.3,1,0,26.0,0
SMB-00150,62,Month-to-month,Starter,Credit card,145.5,1.4,12,2,1,11.8,0,1,40.0,0
SMB-00151,21,Annual,Growth,Manual invoice,242.9,1.5,1,3,1,15.0,1,0,-17.0,1
SMB-00152,67,Month-to-month,Growth,PayPal,271.21,6.6,4,3,4,0.0,0,1,48.0,0
SMB-00153,22,Month-to-month,Enterprise,Credit card,2023.91,4.5,7,3,2,10.7,1,0,-13.0,1
SMB-00154,32,Month-to-month,Growth,Bank transfer,394.95,7.1,10,2,1,17.7,1,1,76.0,0
SMB-00155,48,Month-to-month,Enterprise,PayPal,2955.0,2.7,10,1,1,1.9,0,1,11.0,0
SMB-00156,10,Month-to-month,Growth,Credit card,571.35,4.6,13,2,0,9.7,1,0,53.0,0
SMB-00157,41,Month-to-month,Starter,Credit card,111.71,6.0,8,2,1,7.3,0,0,-14.0,1
SMB-00158,37,Two-year,Starter,Bank transfer,147.69,5.0,6,3,1,13.0,0,1,55.0,0
SMB-00159,57,Month-to-month,Growth,Credit card,453.83,0.6,15,4,1,5.4,0,1,-30.0,0
SMB-00160,72,Two-year,Starter,Credit card,137.4,10.7,21,3,3,13.4,0,1,-27.0,0
SMB-00161,48,Two-year,Pro,Credit card,894.55,5.0,16,5,1,6.9,0,0,65.0,0
SMB-00162,30,Month-to-month,Growth,PayPal,343.88,1.6,3,2,2,25.0,0,0,62.0,0
SMB-00163,30,Annual,Growth,Credit card,291.14,5.2,1,0,0,10.9,0,0,13.0,0
SMB-00164,31,Annual,Growth,Bank transfer,286.37,5.4,6,4,0,22.4,0,0,16.0,0
SMB-00165,59,Annual,Growth,Credit card,414.45,6.7,10,1,1,12.6,0,1,24.0,0
SMB-00166,24,Month-to-month,Growth,Credit card,374.86,6.5,13,2,1,6.4,0,0,39.0,1
SMB-00167,13,Month-to-month,Starter,Bank transfer,108.16,4.0,1,3,3,8.9,0,1,63.0,0
SMB-00168,25,Month-to-month,Starter,Credit card,141.7,0.7,0,1,2,11.0,0,0,17.0,0
SMB-00169,2,Annual,Starter,Bank transfer,114.13,5.5,3,3,1,0.0,0,0,-26.0,0
SMB-00170,8,Two-year,Starter,Credit card,95.51,0.9,4,1,1,14.5,1,1,26.0,0
SMB-00171,7,Annual,Growth,Bank transfer,355.51,7.2,3,5,4,9.7,0,0,3.0,0
SMB-00172,56,Annual,Starter,Credit card,147.33,2.9,2,4,1,12.0,1,0,,0
SMB-00173,53,Two-year,Starter,PayPal,92.91,5.9,0,1,0,12.4,0,0,15.0,0
SMB-00174,51,Annual,Enterprise,Credit card,2528.91,3.1,10,4,3,0.9,0,1,70.0,0
SMB-00175,34,Month-to-month,Enterprise,PayPal,2366.97,3.4,19,6,0,9.2,1,0,27.0,0
SMB-00176,52,Two-year,Growth,Credit card,314.18,2.7,1,4,1,8.7,0,0,6.0,0
SMB-00177,12,Month-to-month,Growth,Credit card,353.13,6.1,4,6,1,1.2,0,0,70.0,1
SMB-00178,65,Month-to-month,Pro,Bank transfer,607.57,3.1,18,3,1,17.4,0,0,1.0,0
SMB-00179,37,Month-to-month,Starter,Credit card,123.33,6.2,11,3,0,19.9,0,0,29.0,0
SMB-00180,68,Two-year,Growth,Bank transfer,270.15,3.2,2,1,2,6.3,0,0,,0
SMB-00181,11,Month-to-month,Starter,PayPal,156.9,4.0,9,5,2,11.7,0,0,0.0,0
SMB-00182,36,Month-to-month,Growth,PayPal,371.36,4.6,3,3,2,8.3,0,0,39.0,1
SMB-00183,51,Month-to-month,Enterprise,Bank transfer,2080.31,4.8,3,1,0,6.5,0,0,8.0,0
SMB-00184,36,Month-to-month,Pro,Manual invoice,1202.95,2.5,7,3,0,5.9,0,0,-1.0,0
SMB-00185,33,Month-to-month,Enterprise,Bank transfer,1854.3,6.0,4,2,1,1.0,0,0,22.0,0
SMB-00186,12,Annual,Pro,Credit card,746.56,3.9,2,7,3,10.8,0,0,7.0,0
SMB-00187,28,Two-year,Growth,PayPal,240.53,5.7,3,3,0,4.8,0,0,14.0,0
SMB-00188,18,Month-to-month,Pro,Credit card,1248.59,4.5,8,1,0,12.2,0,1,23.0,0
SMB-00189,22,Month-to-month,Growth,Credit card,606.91,5.8,37,3,1,5.9,0,1,49.0,0
SMB-00190,50,Month-to-month,Growth,Credit card,250.08,3.6,1,5,1,1.5,0,0,12.0,0
SMB-00191,46,Month-to-month,Starter,Credit card,97.86,2.8,15,2,1,4.4,0,0,-17.0,0
SMB-00192,44,Annual,Growth,Credit card,386.69,5.4,11,2,1,10.6,0,1,46.0,0
SMB-00193,27,Annual,Starter,Credit card,105.48,3.4,3,4,7,6.4,0,0,7.0,1
SMB-00194,70,Annual,Growth,Bank transfer,377.04,7.7,10,1,1,2.9,0,1,40.0,0
SMB-00195,7,Month-to-month,Starter,PayPal,116.52,4.6,1,1,2,18.1,0,0,67.0,0
SMB-00196,25,Annual,Growth,Manual invoice,420.76,1.5,26,2,1,0.3,0,1,26.0,0
SMB-00197,9,Month-to-month,Starter,Credit card,94.37,3.2,18,2,3,16.3,0,0,-3.0,1
SMB-00198,25,Month-to-month,Starter,Credit card,125.92,2.3,3,4,0,15.2,0,0,20.0,1
SMB-00199,70,Two-year,Growth,Bank transfer,287.48,6.9,1,2,2,13.7,0,0,1.0,0
SMB-00200,27,Annual,Starter,Credit card,108.26,6.2,2,4,1,13.0,0,1,-1.0,0
SMB-00201,66,Two-year,Enterprise,Credit card,1554.7,4.4,16,3,0,3.8,0,0,15.0,0
SMB-00202,36,Two-year,Growth,Bank transfer,343.45,5.1,4,1,1,5.1,0,0,-15.0,0
SMB-00203,51,Annual,Growth,PayPal,329.31,4.3,2,4,2,20.0,1,0,-10.0,0
SMB-00204,33,Two-year,Starter,Credit card,151.92,6.4,8,7,0,14.8,1,1,51.0,0
SMB-00205,20,Month-to-month,Pro,Bank transfer,886.76,5.6,7,7,1,11.5,1,1,33.0,0
SMB-00206,56,Month-to-month,Growth,Bank transfer,391.82,6.0,8,1,1,5.0,1,0,38.0,0
SMB-00207,70,Month-to-month,Growth,PayPal,377.87,4.1,28,3,0,3.2,0,0,53.0,0
SMB-00208,19,Month-to-month,Starter,Credit card,70.47,3.1,22,1,0,1.5,0,1,-36.0,0
SMB-00209,57,Month-to-month,Pro,PayPal,546.29,6.0,13,6,0,4.3,0,0,17.0,1
SMB-00210,19,Month-to-month,Enterprise,PayPal,2216.21,7.9,10,7,0,6.9,1,0,80.0,0
SMB-00211,52,Annual,Growth,Credit card,407.41,6.9,3,4,3,9.5,0,0,87.0,0
SMB-00212,57,Annual,Starter,Bank transfer,113.16,8.0,8,3,0,15.7,0,0,3.0,0
SMB-00213,33,Annual,Starter,Bank transfer,96.69,4.9,25,5,1,21.3,0,0,-4.0,0
SMB-00214,54,Month-to-month,Starter,Credit card,113.0,2.4,1,2,3,17.5,1,0,-45.0,1
SMB-00215,20,Annual,Pro,Bank transfer,829.33,2.6,8,3,0,0.9,0,0,13.0,0
SMB-00216,6,Month-to-month,Enterprise,Credit card,2916.02,7.5,6,1,0,4.0,1,0,47.0,1
SMB-00217,7,Month-to-month,Enterprise,PayPal,2875.49,0.4,2,2,1,2.8,0,1,58.0,0
SMB-00218,33,Month-to-month,Pro,Credit card,783.71,7.8,2,4,1,15.1,0,0,-19.0,1
SMB-00219,65,Month-to-month,Starter,Bank transfer,118.51,2.8,7,1,0,13.3,0,0,20.0,0
SMB-00220,10,Month-to-month,Enterprise,Credit card,2571.58,8.7,0,3,4,5.7,0,0,8.0,0
SMB-00221,33,Annual,Starter,Bank transfer,133.44,4.3,16,3,2,8.0,0,0,-11.0,0
SMB-00222,51,Annual,Starter,Bank transfer,181.39,6.1,4,3,2,10.0,0,0,5.0,1
SMB-00223,15,Annual,Growth,Bank transfer,377.34,9.7,1,4,3,12.0,0,0,56.0,0
SMB-00224,52,Month-to-month,Starter,Bank transfer,160.72,3.8,10,2,2,16.2,0,0,43.0,0
SMB-00225,23,Annual,Pro,Credit card,673.42,3.7,1,3,1,10.0,0,0,39.0,0
SMB-00226,59,Annual,Enterprise,Credit card,2046.33,3.0,9,3,0,7.5,0,1,73.0,0
SMB-00227,42,Month-to-month,Pro,PayPal,527.65,2.3,1,2,1,11.2,0,1,23.0,0
SMB-00228,40,Annual,Pro,Credit card,934.7,3.8,17,8,2,7.5,1,0,22.0,0
SMB-00229,13,Month-to-month,Growth,PayPal,446.77,3.3,14,2,0,11.2,0,0,42.0,0
SMB-00230,34,Month-to-month,Starter,Bank transfer,63.35,1.7,2,2,1,7.6,0,1,-8.0,1
SMB-00231,62,Month-to-month,Pro,PayPal,943.38,4.0,0,4,3,15.9,1,0,56.0,0
SMB-00232,2,Month-to-month,Growth,Credit card,441.96,5.5,8,2,2,16.4,0,0,48.0,0
SMB-00233,55,Month-to-month,Enterprise,Bank transfer,2751.86,2.5,0,3,4,7.6,0,1,40.0,1
SMB-00234,36,Month-to-month,Starter,Credit card,88.99,4.1,22,3,3,21.2,0,0,2.0,0
SMB-00235,52,Month-to-month,Starter,Manual invoice,145.59,7.6,9,3,4,10.0,0,0,50.0,0
SMB-00236,48,Two-year,Growth,Bank transfer,380.88,1.4,3,1,1,11.3,1,0,87.0,0
SMB-00237,32,Month-to-month,Growth,Bank transfer,440.51,8.7,23,3,1,17.4,0,1,45.0,0
SMB-00238,23,Month-to-month,Pro,PayPal,872.12,3.0,7,6,0,20.9,0,0,7.0,0
SMB-00239,46,Month-to-month,Enterprise,Credit card,2639.87,4.9,25,0,1,15.8,0,0,89.0,0
SMB-00240,11,Two-year,Starter,Bank transfer,158.35,7.3,5,3,0,10.7,0,0,42.0,0
SMB-00241,43,Annual,Growth,PayPal,361.1,8.0,5,1,0,6.5,0,1,87.0,0
SMB-00242,7,Two-year,Starter,Credit card,128.83,5.5,2,2,0,10.6,0,0,-7.0,0
SMB-00243,47,Month-to-month,Starter,Manual invoice,164.01,3.0,0,3,1,12.3,0,1,,0
SMB-00244,46,Month-to-month,Growth,PayPal,367.55,2.8,7,2,0,11.2,0,0,55.0,0
SMB-00245,7,Annual,Growth,Manual invoice,286.81,3.2,4,4,1,7.4,0,0,-65.0,0
SMB-00246,55,Month-to-month,Growth,PayPal,449.97,8.7,2,1,0,4.2,0,0,94.0,0
SMB-00247,30,Annual,Growth,Credit card,543.97,3.7,12,5,0,9.9,0,0,,0
SMB-00248,57,Two-year,Growth,Bank transfer,524.46,5.2,13,2,0,4.7,0,0,3.0,0
SMB-00249,3,Month-to-month,Pro,Credit card,1076.15,2.2,10,4,2,0.0,0,1,70.0,0
SMB-00250,13,Two-year,Starter,PayPal,66.78,2.0,23,3,1,3.3,0,0,30.0,0
SMB-00251,36,Annual,Starter,Credit card,102.36,4.6,6,2,2,5.9,0,1,20.0,0
SMB-00252,14,Month-to-month,Pro,PayPal,777.63,3.8,4,7,1,3.8,0,1,-6.0,0
SMB-00253,24,Month-to-month,Pro,Credit card,910.15,3.9,4,2,0,9.8,0,0,64.0,0
SMB-00254,48,Month-to-month,Pro,Credit card,1372.6,1.2,3,4,1,0.9,0,0,52.0,0
SMB-00255,11,Annual,Starter,Credit card,91.59,4.3,6,3,3,1.5,0,0,38.0,0
SMB-00256,49,Month-to-month,Growth,PayPal,665.62,7.9,2,1,0,15.9,0,1,-12.0,0
SMB-00257,8,Month-to-month,Enterprise,Credit card,2181.23,2.6,1,2,3,14.0,0,0,46.0,1
SMB-00258,13,Annual,Growth,Credit card,313.7,6.5,20,3,0,10.2,1,0,63.0,0
SMB-00259,43,Month-to-month,Growth,Credit card,469.41,0.0,2,2,1,16.7,1,1,90.0,0
SMB-00260,58,Month-to-month,Enterprise,Credit card,3023.89,2.7,0,3,1,4.0,0,0,23.0,0
